Month ,Branch,Item code,type,Description,Qty,Value
Oct,Saihat,17000000301,لحم بقري,BEEF BONELESS KG,13.728,513.32
Oct,Saihat,17000000401,لحم بقري,GROUND BEEF KG,115.364,3807.39
Oct,Saihat,17000000501,لحم بقري,BEEF BONE IN KG,54.183,1601.68
Oct,Saihat,17000001201,لحم عجل,STEAK RIBEYE KG,3.736,207.91
Oct,Saihat,17000001401,لحم عجل,STEAK TENDERLOIN KG,1.176,75.67
Oct,Saihat,17000001601,لحم عجل,STEAK STRIPLOIN KG,1.122,56.57
Oct,Saihat,17000001901,لحم عجل,VEAL LIVER KG,5.168,237.73
Oct,Saihat,17000002001,لحم عجل,VEAL GROUND MEAT KG,12.232,531.2
Oct,Saihat,17000002601,لحم بقري,BEEF BURGER 6PCS,66.282,1259.28
Oct,Saihat,17000003501,دجاج,CHICKEN WHOLE 1200G,27.003,469.56
Oct,Saihat,17000003601,دجاج,CHICKEN WHOLE 1100G,15.999,267.83
Oct,Saihat,17000003701,دجاج,CHICKEN WHOLE 1000G,13.997,225.09
Oct,Saihat,17000003801,دجاج,CHICKEN WHOLE 900G,1,15.21
Oct,Saihat,17000003901,دجاج,CHICKEN WHOLE 800G,1,14.74
Oct,Saihat,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,133.798,4886.52
Oct,Saihat,17000004201,دجاج,CHICKEN DRUMSTICK,2.001,13.83
Oct,Saihat,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,28,558.88
Oct,Saihat,17000004801,دجاج,CHICKEN BREASTS SPICY,7,114.1
Oct,Saihat,17000004901,دجاج,CHICKEN BREASTS ITALIAN,1,16.74
Oct,Saihat,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,8,133.92
Oct,Saihat,17000005201,دجاج,CHICKEN THIGHS BONELESS,10,163
Oct,Saihat,17000005301,دجاج,CHICKEN SHAWARMA,3,48.9
Oct,Saihat,17000005401,دجاج,CHICKEN FAJITAS,3,48.9
Oct,Saihat,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,1,16.3
Oct,Saihat,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,2,32.6
Oct,Saihat,17000005701,دجاج,CHICKEN BURGER,32.844,517.74
Oct,Saihat,17000005801,دجاج,DOHA CHICKEN 900G,33.995,589.85
Oct,Saihat,17000006001,دجاج,CHICKEN KEBAB,4,66.96
Oct,Saihat,17000006101,دجاج,CHICKEN MOROCCAN,5.999,93.65
Oct,Saihat,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,8,131.84
Oct,Saihat,17000006301,دجاج,DOHA CHICKEN 1000G,23.998,437.46
Oct,Saihat,17000006401,لحم عجل,BEEF BURGER CLASSIC,5,120.65
Oct,Saihat,17000006501,دجاج,DOHA CHICKEN 1100G,18,333.54
Oct,Saihat,17000006601,لحم عجل,BEEF BURGER CAJUN,15,286.8
Oct,Saihat,17000006801,لحم عجل,BEEF SHAWARMA,6,123.9
Oct,Saihat,17000006901,لحم عجل,MEATBALLS,2,45.66
Oct,Saihat,17000007101,لحم عجل,DONER KEBEB BURGER,22,534.6
Oct,Saihat,17000007301,لحم عجل,VEAL KEBAB,3,64.56
Oct,Saihat,17000007501,دجاج,CHICKEN LIVER,8.998,39.14
Oct,Saihat,17000007601,دجاج,TOGA CHICKEN 900G,217.948,3304.18
Oct,Saihat,17000007801,ضأن,LAMB SHOULDER KG,0.99,50.79
Oct,Saihat,17000008101,ضأن,LAMB LOIN KG,5.582,286.38
Oct,Saihat,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,26.618,846.9
Oct,Saihat,17000009201,دجاج,CHICKEN WITH MASALA SPICE,3,47.61
Oct,Saihat,17000009301,دجاج,CHICKEN PDP,28.012,407.84
Oct,Saihat,17000009401,لحم عجل,MEAT PDP,1,16.3
Oct,Saihat,17000009501,دجاج,TOGA CHICKEN 1000G,101.03,1606.3
Oct,Saihat,17000009901,دجاج,TOGA CHICKEN 1100G,79.992,1291.9
Oct,Saihat,17000010001,دجاج,DOHA DRUMSTICK 500G,2,20.8
Oct,Saihat,17000010101,دجاج,DOHA WHOLE LEGS 500G,46,358.8
Oct,Saihat,17000010201,دجاج,DOHA LIVER 500G,25,113.75
Oct,Saihat,17000010601,لحم عجل,VEAL KOFTA,24,416.4
Oct,Saihat,17000010701,دجاج,CHICKEN KOFTA,29,452.69
Oct,Shate,17000000101,لحم عجل,VEAL BOANLESS KG,80.278,3453.72
Oct,Shate,17000000201,لحم عجل,VEAL WITH BONE KG,97.436,3140.36
Oct,Shate,17000000301,لحم بقري,BEEF BONELESS KG,25.52,954.23
Oct,Shate,17000000401,لحم بقري,GROUND BEEF KG,127.332,4202.43
Oct,Shate,17000000501,لحم بقري,BEEF BONE IN KG,9.874,291.83
Oct,Shate,17000002001,لحم عجل,VEAL GROUND MEAT KG,0.9,39.1
Oct,Shate,17000002601,لحم بقري,BEEF BURGER 6PCS,24.152,429.64
Oct,Shate,17000003801,دجاج,CHICKEN WHOLE 900G,2,30.42
Oct,Shate,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,75.796,2768.15
Oct,Shate,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,63.997,1277.36
Oct,Shate,17000004901,دجاج,CHICKEN BREASTS ITALIAN,5,83.7
Oct,Shate,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,9,150.66
Oct,Shate,17000005201,دجاج,CHICKEN THIGHS BONELESS,5,81.5
Oct,Shate,17000005301,دجاج,CHICKEN SHAWARMA,10,163
Oct,Shate,17000005401,دجاج,CHICKEN FAJITAS,15,244.5
Oct,Shate,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,2,32.6
Oct,Shate,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,7,114.1
Oct,Shate,17000005701,دجاج,CHICKEN BURGER,52,817.81
Oct,Shate,17000005801,دجاج,DOHA CHICKEN 900G,18.953,328.85
Oct,Shate,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,12,197.76
Oct,Shate,17000006301,دجاج,DOHA CHICKEN 1000G,40.975,746.89
Oct,Shate,17000006401,لحم عجل,BEEF BURGER CLASSIC,17,410.21
Oct,Shate,17000006501,دجاج,DOHA CHICKEN 1100G,36.832,682.49
Oct,Shate,17000006601,لحم عجل,BEEF BURGER CAJUN,86.002,1644.34
Oct,Shate,17000006701,دجاج,DOHA CHICKEN 1200G,0,0
Oct,Shate,17000006801,لحم عجل,BEEF SHAWARMA,10,206.5
Oct,Shate,17000006901,لحم عجل,MEATBALLS,4,91.32
Oct,Shate,17000007101,لحم عجل,DONER KEBEB BURGER,48,1166.41
Oct,Shate,17000007301,لحم عجل,VEAL KEBAB,12,258.24
Oct,Shate,17000007601,دجاج,TOGA CHICKEN 900G,28.17,427.07
Oct,Shate,17000008701,دجاج,CHICKEN WINGS KG,0.7,4.87
Oct,Shate,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,16.712,530.99
Oct,Shate,17000009301,دجاج,CHICKEN PDP,2.002,29.14
Oct,Shate,17000009401,لحم عجل,MEAT PDP,1,16.3
Oct,Shate,17000009501,دجاج,TOGA CHICKEN 1000G,130.553,2075.74
Oct,Shate,17000009701,دجاج,TOGA CHICKEN 1200G,23.995,422.81
Oct,Shate,17000009901,دجاج,TOGA CHICKEN 1100G,107.823,1741.38
Oct,Shate,17000010001,دجاج,DOHA DRUMSTICK 500G,11,114.4
Oct,Shate,17000010101,دجاج,DOHA WHOLE LEGS 500G,61,475.8
Oct,Shate,17000010201,دجاج,DOHA LIVER 500G,41,186.55
Oct,Shate,17000010601,لحم عجل,VEAL KOFTA,77.791,1353.27
Oct,Shate,17000010701,دجاج,CHICKEN KOFTA,60.856,952.2
Oct,Hadla,17000000101,لحم عجل,VEAL BOANLESS KG,73.875,3166.86
Oct,Hadla,17000000201,لحم عجل,VEAL WITH BONE KG,152.85,4915.38
Oct,Hadla,17000000301,لحم بقري,BEEF BONELESS KG,11.825,442.17
Oct,Hadla,17000000401,لحم بقري,GROUND BEEF KG,144.709,4776.22
Oct,Hadla,17000000501,لحم بقري,BEEF BONE IN KG,7.58,224.03
Oct,Hadla,17000001801,لحم عجل,STEAK EYE OF ROUND KG,1.545,77.25
Oct,Hadla,17000001901,لحم عجل,VEAL LIVER KG,10.33,475.18
Oct,Hadla,17000002001,لحم عجل,VEAL GROUND MEAT KG,9.526,413.5
Oct,Hadla,17000002601,لحم بقري,BEEF BURGER 6PCS,35.472,677.6
Oct,Hadla,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,39.15,1429.8
Oct,Hadla,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,51,1017.96
Oct,Hadla,17000004801,دجاج,CHICKEN BREASTS SPICY,12,195.6
Oct,Hadla,17000004901,دجاج,CHICKEN BREASTS ITALIAN,11,184.14
Oct,Hadla,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,12,200.88
Oct,Hadla,17000005201,دجاج,CHICKEN THIGHS BONELESS,3,48.9
Oct,Hadla,17000005301,دجاج,CHICKEN SHAWARMA,4,65.2
Oct,Hadla,17000005401,دجاج,CHICKEN FAJITAS,4,65.2
Oct,Hadla,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,2,32.6
Oct,Hadla,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,2,32.6
Oct,Hadla,17000005701,دجاج,CHICKEN BURGER,54.735,862.9
Oct,Hadla,17000005801,دجاج,DOHA CHICKEN 900G,12.998,225.53
Oct,Hadla,17000006001,دجاج,CHICKEN KEBAB,5,83.7
Oct,Hadla,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,8,131.84
Oct,Hadla,17000006301,دجاج,DOHA CHICKEN 1000G,17.999,328.06
Oct,Hadla,17000006401,لحم عجل,BEEF BURGER CLASSIC,5,120.65
Oct,Hadla,17000006501,دجاج,DOHA CHICKEN 1100G,28,518.84
Oct,Hadla,17000006601,لحم عجل,BEEF BURGER CAJUN,48.894,936.88
Oct,Hadla,17000006801,لحم عجل,BEEF SHAWARMA,19,392.35
Oct,Hadla,17000006901,لحم عجل,MEATBALLS,2,45.66
Oct,Hadla,17000007101,لحم عجل,DONER KEBEB BURGER,24,583.2
Oct,Hadla,17000007301,لحم عجل,VEAL KEBAB,13,279.76
Oct,Hadla,17000007601,دجاج,TOGA CHICKEN 900G,18.999,288.03
Oct,Hadla,17000007801,ضأن,LAMB SHOULDER KG,5.45,279.63
Oct,Hadla,17000008601,دجاج,CHICKEN WHOLE LEGS KG,8.35,115.81
Oct,Hadla,17000008701,دجاج,CHICKEN WINGS KG,2.622,18.25
Oct,Hadla,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,56.352,1760.14
Oct,Hadla,17000009301,دجاج,CHICKEN PDP,13.013,189.41
Oct,Hadla,17000009401,لحم عجل,MEAT PDP,2,32.6
Oct,Hadla,17000009501,دجاج,TOGA CHICKEN 1000G,47.013,747.48
Oct,Hadla,17000009901,دجاج,TOGA CHICKEN 1100G,63.992,1033.48
Oct,Hadla,17000010001,دجاج,DOHA DRUMSTICK 500G,8,83.2
Oct,Hadla,17000010101,دجاج,DOHA WHOLE LEGS 500G,26,202.8
Oct,Hadla,17000010201,دجاج,DOHA LIVER 500G,24,109.2
Oct,Hadla,17000010601,لحم عجل,VEAL KOFTA,64.794,1127.75
Oct,Hadla,17000010701,دجاج,CHICKEN KOFTA,44.857,702.45
Oct,Tarout,17000000401,لحم بقري,GROUND BEEF KG,-0.4961,-16.3713
Oct,Saihat,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,-1.844,-57.32996
Oct,Saihat,17000010101,دجاج,DOHA WHOLE LEGS 500G,-2,-15.6
Oct,Shate,17000000401,لحم بقري,GROUND BEEF KG,-0.52,-17.16
Oct,Website,0,لحم عجل,لحم بتلو بالعظم,32,1189.74
Oct,Website,0,لحم عجل,مكعبات اللحم الصغيرة,8,442.5
Oct,Website,0,لحم عجل,شرائح اللحم,1,59
Oct,Website,0,لحم عجل,موزات صافي | عجل,5,280
Oct,Website,0,لحم عجل,لحم عجل صغير  صافي,33,1701
Oct,Website,0,دجاج,دجاج كامل 900 جم,34,648
Oct,Website,0,دجاج,صدور الدجاج,108,2477.1
Oct,Website,0,دجاج,شاورما الدجاج,15,296.25
Oct,Website,0,دجاج,فاهيتا الدجاج,19,356.25
Oct,Website,0,دجاج,اوصال الدجاج بهارات الشواء,36,682.2
Oct,Website,0,دجاج,ستيك الدجاج بتتبيلة التندوري الحارة,15,281.25
Oct,Website,0,دجاج,مسحب افخاذ الدجاج بتتبيلة التندوري,10,187.5
Oct,Website,0,دجاج,ستيك الدجاج بالتتبيلة الإيطالية,16,308
Oct,Website,0,دجاج,كباب دجاج,4,79.8
Oct,Website,0,لحم عجل,برجر الشواء - لحم 150جرام,4,146.96
Oct,Website,0,لحم عجل,برجر خالي من الدهون,7,172.13
Oct,Website,0,لحم عجل,برجر الكيجن,37,829.23
Oct,Website,0,لحم عجل,دونر كباب برجر,14,387.11
Oct,Website,0,دجاج,برجر الدجاج - 6 قطع,16,296.2
Oct,Website,0,لحم عجل,كرات اللحم,30,783.56
Oct,Website,0,لحم عجل,شاورما اللحم,32,760
Oct,Website,0,لحم عجل,كباب لحم العجل,40,990
Oct,Website,0,لحم عجل,ريب أي ستيك,7,252
Oct,Website,0,منتجات اخرى,بهارات كل يوم Natural Everyday,1,12.37
Oct,Website,0,لحم عجل,تندرلوين ستيك,21,798
Oct,Website,0,لحم عجل,لحم هريس,1,56
Oct,Website,0,لحم عجل,كبدة عجل,17,449.99
Oct,Website,0,ضأن,نصف ذبيحة - سواكني,1,695
Oct,Website,0,ضأن,ربع ذبيحة - سواكني,3,1197
Oct,Website,0,منتجات اخرى,خبز البرجر,5,32.5
Oct,Website,0,ضأن,لحم غنم بالكيلو,2,113.99
Oct,Website,0,لحم عجل,كفتة السوق لحم,54,1146.01
Oct,Website,0,دجاج,فخذ و ساق دجاج,6,65.82
Oct,Website,0,دجاج,كفتة السوق - دجاج,17,332.16
Oct,Website,0,دجاج,ستيك الدجاج بالخردل والأعشاب,10,192.5
Oct,Website,0,دجاج,صدور الدجاج المقرمشة,21,393.75
Oct,Website,0,لحم حاشي,لحم حاشي صغير,1,34.99
Oct,Website,0,دجاج,دجاج كامل 1100 جم,33,658.27
Oct,Website,0,لحم عجل,لحم مفروم عجل صغير - صافي,38,2072
Oct,Website,0,لحم عجل,برجر الشواء - لحم,37,963.72
Oct,Website,0,دجاج,دجاج كامل 1000 جم,63,1288.37
Oct,Website,0,دجاج,قطع الدجاج بالتوابل الهندية,11,200.75
Oct,Website,0,لحم عجل,6 أطباق من لحم العجل الصافي,2,294.5
Oct,Website,0,لحم عجل,لحم مفروم عجل صغير,25,1284.95
Oct,Website,0,دجاج,6 أطباق من صدور الدجاج,12,1199.28
Oct,Website,0,دجاج,12 أطباق من صدور الدجاج,2,359.76
Oct,Website,0,دجاج,9 أطباق من صدور الدجاج,3,431.73
Oct,Website,0,دجاج,3 أطباق دجاج  من اختيارك,5,224.95
Oct,Website,0,دجاج,3 أطباق أفخاذ دجاج كاملة,4,99.36
Oct,Wholesale,,دجاج,1000,4,71.6
Oct,Wholesale,,لحم بقري,BEEF BONE IN بقر بالعظم,6.7,466.052
Oct,Wholesale,,لحم بقري,BEEF BONE LESS بقر صافي,577,19987.35
Oct,Wholesale,,دجاج,صدور دجاج بالكيلو CHICKEN BREAST KG,809.7,24094.721
Oct,Wholesale,,دجاج,كباب الدجاج CHICKEN KEBAB,34,578
Oct,Wholesale,,لحم عجل,كباب لحم عجل VEAL KEBAB,188,3760
Oct,Wholesale,,لحم عجل,كبدة عجل LIVER,36.24,1522.08
Oct,Wholesale,,لحم عجل,لحم عجل بالعظم VEAL BONE IN,4,84
Oct,Wholesale,,لحم عجل,لحم عجل صافي VEAL BONELESS,308.36,12974.264
Oct,Wholesale,,لحم عجل,لحم فتيلة TENDERLOIN,66.08,4167.88
Oct,Shate,17000000401,لحم بقري,GROUND BEEF KG,-0.52,-17.16
Oct,Tarout,17000000101,لحم عجل,VEAL BOANLESS KG,2.506,117.67
Oct,Tarout,17000000201,لحم عجل,VEAL WITH BONE KG,47.298,1550.18
Oct,Tarout,17000000301,لحم بقري,BEEF BONELESS KG,12.656,473.23
Oct,Tarout,17000000401,لحم بقري,GROUND BEEF KG,44.988,1485.67
Oct,Tarout,17000000501,لحم بقري,BEEF BONE IN KG,12.132,358.58
Oct,Tarout,17000002001,لحم عجل,VEAL GROUND MEAT KG,2.544,110.51
Oct,Tarout,17000002601,لحم بقري,BEEF BURGER 6PCS,34,589.9
Oct,Tarout,17000003601,دجاج,CHICKEN WHOLE 1100G,2,33.48
Oct,Tarout,17000003801,دجاج,CHICKEN WHOLE 900G,6.999,106.46
Oct,Tarout,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,10.551,385.48
Oct,Tarout,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,46,918.15
Oct,Tarout,17000004401,دجاج,CHICKEN WHOLE LEGS,1,11.17
Oct,Tarout,17000004901,دجاج,CHICKEN BREASTS ITALIAN,6,100.44
Oct,Tarout,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,11,184.14
Oct,Tarout,17000005401,دجاج,CHICKEN FAJITAS,8,130.4
Oct,Tarout,17000005701,دجاج,CHICKEN BURGER,30,494.4
Oct,Tarout,17000005801,دجاج,DOHA CHICKEN 900G,13.997,239.22
Oct,Tarout,17000006001,دجاج,CHICKEN KEBAB,6,100.44
Oct,Tarout,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,8,131.84
Oct,Tarout,17000006301,دجاج,DOHA CHICKEN 1000G,13.997,249.59
Oct,Tarout,17000006501,دجاج,DOHA CHICKEN 1100G,20,363.58
Oct,Tarout,17000006801,لحم عجل,BEEF SHAWARMA,8,165.2
Oct,Tarout,17000006901,لحم عجل,MEATBALLS,5,114.15
Oct,Tarout,17000007101,لحم عجل,DONER KEBEB BURGER,21,510.3
Oct,Tarout,17000007301,لحم عجل,VEAL KEBAB,8,172.16
Oct,Tarout,17000007601,دجاج,TOGA CHICKEN 900G,39.994,652.54
Oct,Tarout,17000008601,دجاج,CHICKEN WHOLE LEGS KG,1,13.87
Oct,Tarout,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,110.045,3417.21
Oct,Tarout,17000009401,لحم عجل,MEAT PDP,3,48.9
Oct,Tarout,17000009901,دجاج,TOGA CHICKEN 1100G,45.198,773.59
Oct,Tarout,17000010001,دجاج,DOHA DRUMSTICK 500G,11,114.4
Oct,Tarout,17000010101,دجاج,DOHA WHOLE LEGS 500G,14,109.2
Oct,Tarout,17000010201,دجاج,DOHA LIVER 500G,15,68.25
Oct,Tarout,17000010601,لحم عجل,VEAL KOFTA,8,154.8
Oct,Tarout,17000010701,دجاج,CHICKEN KOFTA,8,145.76
Oct,Saihat,17000000101,لحم عجل,VEAL BOANLESS KG,47.39,2201.64
Oct,Saihat,17000000201,لحم عجل,VEAL WITH BONE KG,33.331,1092.55
Oct,Saihat,17000000301,لحم بقري,BEEF BONELESS KG,12.69,475.65
Oct,Saihat,17000000401,لحم بقري,GROUND BEEF KG,103.315,3409.91
Oct,Saihat,17000000501,لحم بقري,BEEF BONE IN KG,23.33,689.53
Oct,Saihat,17000002001,لحم عجل,VEAL GROUND MEAT KG,29.6,1285.58
Oct,Saihat,17000002601,لحم بقري,BEEF BURGER 6PCS,92.997,1626.77
Oct,Saihat,17000002801,دجاج,AL OULA CHICKEN 1000G,23.996,386.08
Oct,Saihat,17000003501,دجاج,CHICKEN WHOLE 1200G,2,34.78
Oct,Saihat,17000003601,دجاج,CHICKEN WHOLE 1100G,94.996,1590.25
Oct,Saihat,17000003701,دجاج,CHICKEN WHOLE 1000G,90.986,1463.12
Oct,Saihat,17000003801,دجاج,CHICKEN WHOLE 900G,110.989,1688.18
Oct,Saihat,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,142.54,5205.41
Oct,Saihat,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,53.997,1077.72
Oct,Saihat,17000004401,دجاج,CHICKEN WHOLE LEGS,2,22.34
Oct,Saihat,17000004801,دجاج,CHICKEN BREASTS SPICY,9.001,146.72
Oct,Saihat,17000004901,دجاج,CHICKEN BREASTS ITALIAN,3,50.22
Oct,Saihat,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,3,50.22
Oct,Saihat,17000005201,دجاج,CHICKEN THIGHS BONELESS,3,48.9
Oct,Saihat,17000005301,دجاج,CHICKEN SHAWARMA,8,130.4
Oct,Saihat,17000005401,دجاج,CHICKEN FAJITAS,8,130.4
Oct,Saihat,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,1,16.3
Oct,Saihat,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,3,48.9
Oct,Saihat,17000005701,دجاج,CHICKEN BURGER,50.999,842.21
Oct,Saihat,17000005801,دجاج,DOHA CHICKEN 900G,6.997,119.6
Oct,Saihat,17000005901,دجاج,CHICKEN MEATBALLS,2,36.44
Oct,Saihat,17000006001,دجاج,CHICKEN KEBAB,2,33.48
Oct,Saihat,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,5,82.4
Oct,Saihat,17000006301,دجاج,DOHA CHICKEN 1000G,10.997,196.09
Oct,Saihat,17000006401,لحم عجل,BEEF BURGER CLASSIC,3,72.39
Oct,Saihat,17000006501,دجاج,DOHA CHICKEN 1100G,13.999,255.9
Oct,Saihat,17000006801,لحم عجل,BEEF SHAWARMA,6,123.9
Oct,Saihat,17000006901,لحم عجل,MEATBALLS,8,182.64
Oct,Saihat,17000007101,لحم عجل,DONER KEBEB BURGER,17,413.1
Oct,Saihat,17000007301,لحم عجل,VEAL KEBAB,1,21.52
Oct,Saihat,17000007501,دجاج,CHICKEN LIVER,7.998,34.79
Oct,Saihat,17000007601,دجاج,TOGA CHICKEN 900G,78.984,1243.65
Oct,Saihat,17000007801,ضأن,LAMB SHOULDER KG,2.07,106.2
Oct,Saihat,17000008101,ضأن,LAMB LOIN KG,2.882,147.86
Oct,Saihat,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,215.167,6687.98
Oct,Saihat,17000009201,دجاج,CHICKEN WITH MASALA SPICE,11,174.57
Oct,Saihat,17000009501,دجاج,TOGA CHICKEN 1000G,34.998,585.03
Oct,Saihat,17000009901,دجاج,TOGA CHICKEN 1100G,89.004,1495.1
Oct,Saihat,17000010101,دجاج,DOHA WHOLE LEGS 500G,50,390
Oct,Saihat,17000010201,دجاج,DOHA LIVER 500G,30,136.5
Oct,Saihat,17000010601,لحم عجل,VEAL KOFTA,16,309.6
Oct,Saihat,17000010701,دجاج,CHICKEN KOFTA,11,200.42
Oct,Shate,17000000101,لحم عجل,VEAL BOANLESS KG,45.844,2089.95
Oct,Shate,17000000201,لحم عجل,VEAL WITH BONE KG,68.548,2289.14
Oct,Shate,17000000301,لحم بقري,BEEF BONELESS KG,24.648,924.35
Oct,Shate,17000000401,لحم بقري,GROUND BEEF KG,139.622,4604.87
Oct,Shate,17000000501,لحم بقري,BEEF BONE IN KG,0.98,28.97
Oct,Shate,17000001901,لحم عجل,VEAL LIVER KG,1.96,90.16
Oct,Shate,17000002601,لحم بقري,BEEF BURGER 6PCS,103.995,1817.6
Oct,Shate,17000003601,دجاج,CHICKEN WHOLE 1100G,1,16.74
Oct,Shate,17000003701,دجاج,CHICKEN WHOLE 1000G,7.999,128.63
Oct,Shate,17000003801,دجاج,CHICKEN WHOLE 900G,1,15.21
Oct,Shate,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,104.754,3825.75
Oct,Shate,17000004301,دجاج,CHICKEN BONELESS BREASTS (PLAT,25,499
Oct,Shate,17000004801,دجاج,CHICKEN BREASTS SPICY,6,97.8
Oct,Shate,17000004901,دجاج,CHICKEN BREASTS ITALIAN,3,50.22
Oct,Shate,17000005001,دجاج,CHICKEN BREASTS MUSTERD & HERB,14,234.36
Oct,Shate,17000005201,دجاج,CHICKEN THIGHS BONELESS,3,48.9
Oct,Shate,17000005301,دجاج,CHICKEN SHAWARMA,9,146.7
Oct,Shate,17000005401,دجاج,CHICKEN FAJITAS,16,260.8
Oct,Shate,17000005501,دجاج,CHICKEN BREASTS CRISPY W/ITAL,10,163
Oct,Shate,17000005601,دجاج,CHICKEN BREASTS CRISPY W/CUNJ,9,146.7
Oct,Shate,17000005701,دجاج,CHICKEN BURGER,45.998,763.28
Oct,Shate,17000005801,دجاج,DOHA CHICKEN 900G,36.988,634.02
Oct,Shate,17000005901,دجاج,CHICKEN MEATBALLS,2,36.44
Oct,Shate,17000006201,دجاج,CHICKEN WITH BARBECUE SPICES,13,214.24
Oct,Shate,17000006301,دجاج,DOHA CHICKEN 1000G,41.989,752.32
Oct,Shate,17000006401,لحم عجل,BEEF BURGER CLASSIC,7,168.91
Oct,Shate,17000006501,دجاج,DOHA CHICKEN 1100G,48.999,889.63
Oct,Shate,17000006601,لحم عجل,BEEF BURGER CAJUN,2,42.76
Oct,Shate,17000006701,دجاج,DOHA CHICKEN 1200G,16.001,295.21
Oct,Shate,17000006801,لحم عجل,BEEF SHAWARMA,12,247.8
Oct,Shate,17000006901,لحم عجل,MEATBALLS,11,251.13
Oct,Shate,17000007101,لحم عجل,DONER KEBEB BURGER,67,1628.11
Oct,Shate,17000007301,لحم عجل,VEAL KEBAB,5,107.6
Oct,Shate,17000007601,دجاج,TOGA CHICKEN 900G,77.341,1249.08
Oct,Shate,17000007801,ضأن,LAMB SHOULDER KG,15.957,818.61
Oct,Shate,17000008601,دجاج,CHICKEN WHOLE LEGS KG,4.703,65.21
Oct,Shate,17000009101,لحم حاشي,CAMEL MEAT WITH BONE KG,88.359,2740.28
Oct,Shate,17000009201,دجاج,CHICKEN WITH MASALA SPICE,4,63.48
Oct,Shate,17000009301,دجاج,CHICKEN PDP,6.004,87.41
Oct,Shate,17000009401,لحم عجل,MEAT PDP,3,48.9
Oct,Shate,17000009501,دجاج,TOGA CHICKEN 1000G,80.217,1338.58
Oct,Shate,17000009701,دجاج,TOGA CHICKEN 1200G,13.001,239.86
Oct,Shate,17000009901,دجاج,TOGA CHICKEN 1100G,65.199,1113.77
Oct,Shate,17000010001,دجاج,DOHA DRUMSTICK 500G,23,239.2
Oct,Shate,17000010101,دجاج,DOHA WHOLE LEGS 500G,37,288.6
Oct,Shate,17000010201,دجاج,DOHA LIVER 500G,27,122.85
Oct,Shate,17000010601,لحم عجل,VEAL KOFTA,13,251.55
Oct,Shate,17000010701,دجاج,CHICKEN KOFTA,17,309.74
Oct,Hadla,17000000101,لحم عجل,VEAL BOANLESS KG,51.38,2373.68
Oct,Hadla,17000000201,لحم عجل,VEAL WITH BONE KG,54.892,1787.71
Oct,Hadla,17000000301,لحم بقري,BEEF BONELESS KG,9.525,359.04
Oct,Hadla,17000000401,لحم بقري,GROUND BEEF KG,169.01,5575.57
Oct,Hadla,17000000501,لحم بقري,BEEF BONE IN KG,12.199,360.58
Oct,Hadla,17000001801,لحم عجل,STEAK EYE OF ROUND KG,2.97,148.5
Oct,Hadla,17000001901,لحم عجل,VEAL LIVER KG,3.785,174.11
Oct,Hadla,17000002001,لحم عجل,VEAL GROUND MEAT KG,8.336,362.04
Oct,Hadla,17000002601,لحم بقري,BEEF BURGER 6PCS,73,1266.55
Oct,Hadla,17000004101,دجاج,CHICKEN BONELESS BREASTS KG,90.115,3290.78
Oct,Hadla,17000004801,دجاج,CHICKEN BREASTS SPICY,5,81.5
Oct,Hadla,17000004901,دجاج,CHICKEN BREASTS ITALIAN,7,117.18
